in s,C1 in V
2.90568E-03,1.567E-02
2.90601E-03,3.657E-02
2.90634E-03,1.567E-02
2.90668E-03,-5.225E-03
2.90701E-03,3.657E-02
2.90734E-03,2.612E-02
2.90767E-03,5.225E-03
2.90801E-03,-3.657E-02
2.90834E-03,5.225E-03
2.90867E-03,-5.225E-03
2.90900E-03,4.702E-02
2.90934E-03,5.225E-03
2.90967E-03,-3.657E-02
2.91000E-03,5.225E-03
2.91034E-03,5.225E-03
2.91067E-03,2.612E-02
2.91100E-03,-2.612E-02
2.91133E-03,3.657E-02
2.91167E-03,2.612E-02
2.91200E-03,-3.657E-02
2.91233E-03,3.657E-02
2.91267E-03,2.612E-02
2.91300E-03,-2.612E-02
2.91333E-03,-1.567E-02
2.91366E-03,-1.567E-02
2.91400E-03,5.225E-03
2.91433E-03,-1.567E-02
2.91466E-03,3.657E-02
2.91500E-03,-1.567E-02
2.91533E-03,-5.225E-03
2.91566E-03,5.225E-03
2.91599E-03,-2.612E-02
2.91633E-03,-1.567E-02
2.91666E-03,-1.567E-02
2.91699E-03,-5.225E-03
2.91732E-03,5.225E-03
2.91766E-03,3.657E-02
2.91799E-03,-3.657E-02
2.91832E-03,-4.702E-02
2.91866E-03,-1.567E-02
2.91899E-03,5.225E-03
2.91932E-03,-5.225E-03
2.91965E-03,3.657E-02
2.91999E-03,1.567E-02
2.92032E-03,-1.567E-02
2.92065E-03,5.225E-03
2.92099E-03,-5.225E-03
2.92132E-03,-2.612E-02
2.92165E-03,5.747E-02
2.92198E-03,-4.702E-02
2.92232E-03,3.657E-02
2.92265E-03,4.702E-02
2.92298E-03,1.567E-02
2.92332E-03,3.657E-02
2.92365E-03,3.657E-02
2.92398E-03,-1.567E-02
2.92431E-03,5.225E-03
2.92465E-03,5.225E-03
2.92498E-03,1.567E-02
2.92531E-03,-1.567E-02
2.92564E-03,-5.225E-03
2.92598E-03,3.657E-02
2.92631E-03,-3.657E-02
2.92664E-03,5.225E-03
2.92698E-03,4.702E-02
2.92731E-03,-2.612E-02
2.92764E-03,-3.657E-02
2.92797E-03,5.225E-03
2.92831E-03,5.225E-03
2.92864E-03,-3.657E-02
2.92897E-03,-3.657E-02
2.92931E-03,3.657E-02
2.92964E-03,3.657E-02
2.92997E-03,-3.657E-02
2.93030E-03,-2.612E-02
2.93064E-03,-1.567E-02
2.93097E-03,-5.225E-03
2.93130E-03,-3.657E-02
2.93164E-03,-5.225E-03
2.93197E-03,3.657E-02
2.93230E-03,5.225E-03
2.93263E-03,-5.225E-03
2.93297E-03,-5.225E-03
2.93330E-03,-1.567E-02
2.93363E-03,3.657E-02
2.93396E-03,2.612E-02
2.93430E-03,3.657E-02
2.93463E-03,-3.657E-02
2.93496E-03,-5.225E-03
2.93530E-03,3.657E-02
2.93563E-03,-3.657E-02
2.93596E-03,1.567E-02
2.93629E-03,-2.612E-02
2.93663E-03,-2.612E-02
2.93696E-03,-3.657E-02
2.93729E-03,-5.747E-02
2.93763E-03,-3.657E-02
2.93796E-03,1.567E-02
2.93829E-03,3.657E-02
2.93862E-03,-3.657E-02
2.93896E-03,5.225E-03
2.93929E-03,1.567E-02
2.93962E-03,3.657E-02
2.93996E-03,3.657E-02
2.94029E-03,-5.225E-03
2.94062E-03,2.612E-02
2.94095E-03,5.225E-03
2.94129E-03,-1.567E-02
2.94162E-03,-5.225E-03
2.94195E-03,5.225E-03
2.94228E-03,2.612E-02
2.94262E-03,-5.225E-03
2.94295E-03,5.225E-03
2.94328E-03,5.225E-03
2.94362E-03,3.657E-02
2.94395E-03,3.657E-02
2.94428E-03,3.657E-02
2.94461E-03,5.225E-03
2.94495E-03,3.657E-02
2.94528E-03,-1.567E-02
2.94561E-03,3.657E-02
2.94595E-03,3.657E-02
2.94628E-03,5.225E-03
2.94661E-03,-5.225E-03
2.94694E-03,1.567E-02
2.94728E-03,1.567E-02
2.94761E-03,5.747E-02
2.94794E-03,3.657E-02
2.94828E-03,5.225E-03
2.94861E-03,3.657E-02
2.94894E-03,-5.225E-03
2.94927E-03,3.657E-02
2.94961E-03,5.225E-03
2.94994E-03,3.657E-02
2.95027E-03,1.567E-02
2.95060E-03,5.225E-03
2.95094E-03,4.702E-02
2.95127E-03,5.747E-02
2.95160E-03,3.657E-02
2.95194E-03,4.702E-02
2.95227E-03,-2.612E-02
2.95260E-03,3.657E-02
2.95293E-03,6.792E-02
2.95327E-03,2.612E-02
2.95360E-03,-5.225E-03
2.95393E-03,-5.225E-03
2.95427E-03,5.225E-03
2.95460E-03,-5.225E-03
2.95493E-03,-3.657E-02
2.95526E-03,-1.567E-02
2.95560E-03,2.612E-02
2.95593E-03,1.567E-02
2.95626E-03,1.567E-02
2.95660E-03,1.567E-02
2.95693E-03,4.702E-02
2.95726E-03,1.567E-02
2.95759E-03,5.225E-03
2.95793E-03,5.747E-02
2.95826E-03,-5.225E-03
2.95859E-03,1.567E-02
2.95892E-03,5.225E-03
2.95926E-03,2.612E-02
2.95959E-03,3.657E-02
2.95992E-03,5.225E-03
2.96026E-03,3.657E-02
2.96059E-03,-5.225E-03
2.96092E-03,1.567E-02
2.96125E-03,-3.657E-02
2.96159E-03,3.657E-02
2.96192E-03,5.225E-03
2.96225E-03,3.657E-02
2.96259E-03,1.567E-02
2.96292E-03,2.612E-02
2.96325E-03,2.612E-02
2.96358E-03,2.612E-02
2.96392E-03,1.567E-02
2.96425E-03,3.657E-02
2.96458E-03,3.657E-02
2.96492E-03,4.702E-02
2.96525E-03,1.567E-02
2.96558E-03,5.225E-03
2.96591E-03,-4.702E-02
2.96625E-03,-1.567E-02
2.96658E-03,1.567E-02
2.96691E-03,-2.612E-02
2.96724E-03,-4.702E-02
2.96758E-03,4.702E-02
2.96791E-03,4.702E-02
2.96824E-03,-3.657E-02
2.96858E-03,5.225E-03
2.96891E-03,4.702E-02
2.96924E-03,5.225E-03
2.96957E-03,1.567E-02
2.96991E-03,-5.225E-03
2.97024E-03,-2.612E-02
2.97057E-03,-5.225E-03
2.97091E-03,-5.225E-03
2.97124E-03,-5.225E-03
2.97157E-03,1.567E-02
2.97190E-03,5.747E-02
2.97224E-03,1.567E-02
2.97257E-03,2.612E-02
2.97290E-03,-2.612E-02
2.97324E-03,1.567E-02
2.97357E-03,5.225E-03
2.97390E-03,-1.567E-02
2.97423E-03,3.657E-02
2.97457E-03,1.567E-02
2.97490E-03,-3.657E-02
2.97523E-03,4.702E-02
2.97556E-03,3.657E-02
2.97590E-03,-2.612E-02
2.97623E-03,-5.225E-03
2.97656E-03,4.702E-02
2.97690E-03,1.567E-02
2.97723E-03,-5.225E-03
2.97756E-03,2.612E-02
2.97789E-03,5.225E-03
2.97823E-03,5.747E-02
2.97856E-03,5.225E-03
2.97889E-03,-5.225E-03
2.97923E-03,-3.657E-02
2.97956E-03,1.567E-02
2.97989E-03,-2.612E-02
2.98022E-03,1.567E-02
2.98056E-03,3.657E-02
2.98089E-03,-3.657E-02
2.98122E-03,1.567E-02
2.98156E-03,-1.567E-02
2.98189E-03,1.567E-02
2.98222E-03,-1.567E-02
2.98255E-03,5.747E-02
2.98289E-03,1.567E-02
2.98322E-03,5.225E-03
2.98355E-03,5.225E-03
2.98388E-03,3.657E-02
2.98422E-03,3.657E-02
2.98455E-03,2.612E-02
2.98488E-03,-5.225E-03
2.98522E-03,-1.567E-02
2.98555E-03,3.657E-02
2.98588E-03,5.225E-03
2.98621E-03,1.567E-02
2.98655E-03,5.225E-03
2.98688E-03,3.657E-02
2.98721E-03,1.567E-02
2.98755E-03,-3.657E-02
2.98788E-03,-5.225E-03
2.98821E-03,2.612E-02
2.98854E-03,5.225E-03
2.98888E-03,3.657E-02
2.98921E-03,-5.225E-03
2.98954E-03,3.657E-02
2.98988E-03,-1.567E-02
2.99021E-03,5.747E-02
2.99054E-03,3.657E-02
2.99087E-03,-2.612E-02
2.99121E-03,-3.657E-02
2.99154E-03,5.225E-03
2.99187E-03,5.225E-03
2.99220E-03,3.657E-02
2.99254E-03,3.657E-02
2.99287E-03,3.657E-02
2.99320E-03,1.567E-02
2.99354E-03,5.225E-03
2.99387E-03,2.612E-02
2.99420E-03,2.612E-02
2.99453E-03,-2.612E-02
2.99487E-03,-5.225E-03
2.99520E-03,4.702E-02
2.99553E-03,-5.225E-03
2.99587E-03,3.657E-02
2.99620E-03,5.225E-03
2.99653E-03,3.657E-02
2.99686E-03,3.657E-02
2.99720E-03,-3.657E-02
2.99753E-03,-5.225E-03
2.99786E-03,1.567E-02
2.99820E-03,-3.657E-02
2.99853E-03,3.657E-02
2.99886E-03,5.225E-03
2.99919E-03,3.657E-02
2.99953E-03,3.657E-02
2.99986E-03,3.657E-02
3.00019E-03,-2.612E-02
3.00052E-03,2.612E-02
3.00086E-03,-5.225E-03
3.00119E-03,-5.225E-03
3.00152E-03,-2.612E-02
3.00186E-03,-1.567E-02
3.00219E-03,2.612E-02
3.00252E-03,1.567E-02
3.00285E-03,5.225E-03
3.00319E-03,3.657E-02
3.00352E-03,5.225E-03
3.00385E-03,-1.567E-02
3.00419E-03,3.657E-02
3.00452E-03,-2.612E-02
3.00485E-03,-1.567E-02
3.00518E-03,3.657E-02
3.00552E-03,-1.567E-02
3.00585E-03,-1.567E-02
3.00618E-03,5.225E-03
3.00652E-03,2.612E-02
3.00685E-03,-2.612E-02
3.00718E-03,3.657E-02
3.00751E-03,5.225E-03
3.00785E-03,2.612E-02
3.00818E-03,3.657E-02
3.00851E-03,2.612E-02
3.00884E-03,-5.225E-03
3.00918E-03,5.225E-03
3.00951E-03,2.612E-02
3.00984E-03,2.612E-02
3.01018E-03,-5.225E-03
3.01051E-03,5.225E-03
3.01084E-03,3.657E-02
3.01117E-03,5.225E-03
3.01151E-03,5.225E-03
3.01184E-03,3.657E-02
3.01217E-03,-1.567E-02
3.01251E-03,-5.225E-03
3.01284E-03,3.657E-02
3.01317E-03,5.225E-03
3.01350E-03,3.657E-02
3.01384E-03,2.612E-02
3.01417E-03,2.612E-02
3.01450E-03,5.225E-03
3.01484E-03,3.657E-02
3.01517E-03,5.225E-03
3.01550E-03,1.567E-02
3.01583E-03,-5.225E-03
3.01617E-03,3.657E-02
3.01650E-03,-5.225E-03
3.01683E-03,4.702E-02
3.01716E-03,5.225E-03
3.01750E-03,3.657E-02
3.01783E-03,1.567E-02
3.01816E-03,5.225E-03
3.01850E-03,5.225E-03
3.01883E-03,3.657E-02
3.01916E-03,1.567E-02
3.01949E-03,5.225E-03
3.01983E-03,-5.225E-03
3.02016E-03,2.612E-02
3.02049E-03,3.657E-02
3.02083E-03,-5.225E-03
3.02116E-03,3.657E-02
3.02149E-03,-5.225E-03
3.02182E-03,5.225E-03
3.02216E-03,-5.225E-03
3.02249E-03,-5.225E-03
3.02282E-03,-1.567E-02
3.02316E-03,-1.567E-02
3.02349E-03,-2.612E-02
3.02382E-03,1.567E-02
3.02415E-03,2.612E-02
3.02449E-03,1.567E-02
3.02482E-03,-5.225E-03
3.02515E-03,5.747E-02
3.02548E-03,-1.567E-02
3.02582E-03,3.657E-02
3.02615E-03,5.225E-03
3.02648E-03,3.657E-02
3.02682E-03,5.225E-03
3.02715E-03,-2.612E-02
3.02748E-03,1.567E-02
3.02781E-03,2.612E-02
3.02815E-03,-5.225E-03
3.02848E-03,-5.225E-03
3.02881E-03,-5.225E-03
3.02915E-03,5.225E-03
3.02948E-03,1.567E-02
3.02981E-03,-3.657E-02
3.03014E-03,4.702E-02
3.03048E-03,3.657E-02
3.03081E-03,-1.567E-02
3.03114E-03,-5.225E-03
3.03148E-03,-5.225E-03
3.03181E-03,-2.612E-02
3.03214E-03,3.657E-02
3.03247E-03,3.657E-02
3.03281E-03,5.225E-03
3.03314E-03,-2.612E-02
3.03347E-03,1.567E-02
3.03380E-03,2.612E-02
3.03414E-03,5.225E-03
3.03447E-03,3.657E-02
3.03480E-03,-5.225E-03
3.03514E-03,-3.657E-02
3.03547E-03,5.225E-03
3.03580E-03,4.702E-02
3.03613E-03,-3.657E-02
3.03647E-03,-5.225E-03
3.03680E-03,3.657E-02
3.03713E-03,-1.567E-02
3.03747E-03,-1.567E-02
3.03780E-03,1.567E-02
3.03813E-03,5.225E-03
3.03846E-03,-5.225E-03
3.03880E-03,2.612E-02
3.03913E-03,5.747E-02
3.03946E-03,3.657E-02
3.03980E-03,5.747E-02
3.04013E-03,2.612E-02
3.04046E-03,-1.567E-02
3.04079E-03,-2.612E-02
3.04113E-03,5.225E-03
3.04146E-03,5.225E-03
3.04179E-03,2.612E-02
3.04212E-03,5.225E-03
3.04246E-03,3.657E-02
3.04279E-03,-3.657E-02
3.04312E-03,2.612E-02
3.04346E-03,1.567E-02
3.04379E-03,5.225E-03
3.04412E-03,5.225E-03
3.04445E-03,-3.657E-02
3.04479E-03,-5.225E-03
3.04512E-03,3.657E-02
3.04545E-03,5.225E-03
3.04579E-03,5.225E-03
3.04612E-03,-1.567E-02
3.04645E-03,1.567E-02
3.04678E-03,-1.567E-02
3.04712E-03,-5.225E-03
3.04745E-03,4.702E-02
3.04778E-03,5.225E-03
3.04812E-03,2.612E-02
3.04845E-03,-1.567E-02
3.04878E-03,5.225E-03
3.04911E-03,5.225E-03
3.04945E-03,-1.567E-02
3.04978E-03,5.225E-03
3.05011E-03,3.657E-02
3.05044E-03,4.702E-02
3.05078E-03,5.747E-02
3.05111E-03,2.612E-02
3.05144E-03,3.657E-02
3.05178E-03,1.567E-02
3.05211E-03,3.657E-02
3.05244E-03,-2.612E-02
3.05277E-03,5.225E-03
3.05311E-03,4.702E-02
3.05344E-03,-4.702E-02
3.05377E-03,2.612E-02
3.05411E-03,-2.612E-02
3.05444E-03,-5.225E-03
3.05477E-03,5.747E-02
3.05510E-03,3.657E-02
3.05544E-03,-5.225E-03
3.05577E-03,-2.612E-02
3.05610E-03,-5.747E-02
3.05644E-03,2.612E-02
3.05677E-03,-2.612E-02
3.05710E-03,3.657E-02
3.05743E-03,-5.225E-03
3.05777E-03,3.657E-02
3.05810E-03,-2.612E-02
3.05843E-03,5.225E-03
3.05876E-03,-5.225E-03
3.05910E-03,-1.567E-02
3.05943E-03,3.657E-02
3.05976E-03,2.612E-02
3.06010E-03,5.225E-03
3.06043E-03,5.747E-02
3.06076E-03,4.702E-02
3.06109E-03,2.612E-02
3.06143E-03,1.567E-02
3.06176E-03,2.612E-02
3.06209E-03,1.567E-02
3.06243E-03,-2.612E-02
3.06276E-03,3.657E-02
3.06309E-03,-2.612E-02
3.06342E-03,5.225E-03
3.06376E-03,3.657E-02
3.06409E-03,-1.567E-02
3.06442E-03,-5.225E-03
3.06476E-03,1.567E-02
3.06509E-03,5.225E-03
3.06542E-03,4.702E-02
3.06575E-03,1.567E-02
3.06609E-03,-5.225E-03
3.06642E-03,-1.567E-02
3.06675E-03,4.702E-02
3.06708E-03,3.657E-02
3.06742E-03,5.225E-03
3.06775E-03,-5.225E-03
3.06808E-03,3.657E-02
3.06842E-03,1.567E-02
3.06875E-03,5.225E-03
3.06908E-03,5.225E-03
3.06941E-03,1.567E-02
3.06975E-03,-1.567E-02
3.07008E-03,5.225E-03
3.07041E-03,3.657E-02
3.07075E-03,5.225E-03
3.07108E-03,-1.567E-02
3.07141E-03,5.747E-02
3.07174E-03,-2.612E-02
3.07208E-03,-1.567E-02
3.07241E-03,-2.612E-02
3.07274E-03,-1.567E-02
3.07308E-03,-5.225E-03
3.07341E-03,3.657E-02
3.07374E-03,1.567E-02
3.07407E-03,5.747E-02
3.07441E-03,3.657E-02
3.07474E-03,2.612E-02
3.07507E-03,3.657E-02
3.07540E-03,3.657E-02
3.07574E-03,2.612E-02
3.07607E-03,2.612E-02
3.07640E-03,-1.567E-02
3.07674E-03,3.657E-02
3.07707E-03,2.612E-02
3.07740E-03,2.612E-02
3.07773E-03,3.657E-02
3.07807E-03,2.612E-02
3.07840E-03,-5.225E-03
3.07873E-03,-1.567E-02
3.07907E-03,5.225E-03
3.07940E-03,2.612E-02
3.07973E-03,5.747E-02
3.08006E-03,-5.225E-03
3.08040E-03,3.657E-02
3.08073E-03,-5.225E-03
3.08106E-03,5.225E-03
3.08140E-03,-3.657E-02
3.08173E-03,-3.657E-02
3.08206E-03,-2.612E-02
3.08239E-03,2.612E-02
3.08273E-03,1.567E-02
3.08306E-03,3.657E-02
3.08339E-03,2.612E-02
3.08372E-03,5.225E-03
3.08406E-03,-2.612E-02
3.08439E-03,5.225E-03
3.08472E-03,3.657E-02
3.08506E-03,2.612E-02
3.08539E-03,5.225E-03
3.08572E-03,-3.657E-02
3.08605E-03,2.612E-02
3.08639E-03,2.612E-02
3.08672E-03,-5.225E-03
3.08705E-03,5.225E-03
3.08739E-03,1.567E-02
3.08772E-03,5.225E-03
3.08805E-03,-1.567E-02
3.08838E-03,5.747E-02
3.08872E-03,-5.225E-03
3.08905E-03,1.567E-02
3.08938E-03,3.657E-02
3.08972E-03,2.612E-02
3.09005E-03,-3.657E-02
3.09038E-03,-5.225E-03
3.09071E-03,-5.225E-03
3.09105E-03,-2.612E-02
3.09138E-03,5.225E-03
3.09171E-03,-5.225E-03
3.09204E-03,5.225E-03
3.09238E-03,5.747E-02
3.09271E-03,-5.225E-03
3.09304E-03,3.657E-02
3.09338E-03,-5.225E-03
3.09371E-03,1.567E-02
3.09404E-03,5.225E-03
3.09437E-03,4.702E-02
3.09471E-03,5.225E-03
3.09504E-03,-2.612E-02
3.09537E-03,3.657E-02
3.09571E-03,2.612E-02
3.09604E-03,4.702E-02
3.09637E-03,5.747E-02
3.09670E-03,1.567E-02
3.09704E-03,2.612E-02
3.09737E-03,3.657E-02
3.09770E-03,2.612E-02
3.09804E-03,1.567E-02
3.09837E-03,6.792E-02
3.09870E-03,-3.657E-02
3.09903E-03,-5.225E-03
3.09937E-03,-2.612E-02
3.09970E-03,-1.567E-02
3.10003E-03,2.612E-02
3.10036E-03,-3.657E-02
3.10070E-03,3.657E-02
3.10103E-03,3.657E-02
3.10136E-03,5.747E-02
3.10170E-03,5.225E-03
3.10203E-03,3.657E-02
3.10236E-03,3.657E-02
3.10269E-03,3.657E-02
3.10303E-03,-1.567E-02
3.10336E-03,-1.567E-02
3.10369E-03,3.657E-02
3.10403E-03,2.612E-02
3.10436E-03,-2.612E-02
3.10469E-03,5.225E-03
3.10502E-03,-5.225E-03
3.10536E-03,5.225E-03
3.10569E-03,-2.612E-02
3.10602E-03,1.567E-02
3.10636E-03,5.747E-02
3.10669E-03,-2.612E-02
3.10702E-03,3.657E-02
3.10735E-03,-2.612E-02
3.10769E-03,5.225E-03
3.10802E-03,3.657E-02
3.10835E-03,-5.225E-03
3.10868E-03,1.567E-02
3.10902E-03,-1.567E-02
3.10935E-03,-5.225E-03
3.10968E-03,4.702E-02
3.11002E-03,-5.225E-03
3.11035E-03,-1.567E-02
3.11068E-03,-2.612E-02
3.11101E-03,3.657E-02
3.11135E-03,-1.567E-02
3.11168E-03,-1.567E-02
3.11201E-03,-2.612E-02
3.11235E-03,3.657E-02
3.11268E-03,5.225E-03
3.11301E-03,5.747E-02
3.11334E-03,4.702E-02
3.11368E-03,5.225E-03
3.11401E-03,-5.225E-03
3.11434E-03,3.657E-02
3.11468E-03,4.702E-02
3.11501E-03,-5.225E-03
3.11534E-03,-3.657E-02
3.11567E-03,5.225E-03
3.11601E-03,-5.225E-03
3.11634E-03,-3.657E-02
3.11667E-03,-3.657E-02
3.11700E-03,-4.702E-02
3.11734E-03,-2.612E-02
3.11767E-03,3.657E-02
3.11800E-03,-2.612E-02
3.11834E-03,-5.225E-03
3.11867E-03,3.657E-02
3.11900E-03,-3.657E-02
3.11933E-03,-5.225E-03
3.11967E-03,-1.567E-02
3.12000E-03,-2.612E-02
3.12033E-03,3.657E-02
3.12067E-03,-2.612E-02
3.12100E-03,-1.567E-02
3.12133E-03,-3.657E-02
3.12166E-03,-5.225E-03
3.12200E-03,5.225E-03
3.12233E-03,3.657E-02
3.12266E-03,5.225E-03
3.12300E-03,-5.225E-03
3.12333E-03,-2.612E-02
3.12366E-03,5.225E-03
3.12399E-03,3.657E-02
3.12433E-03,3.657E-02
3.12466E-03,3.657E-02
3.12499E-03,-5.225E-03
3.12532E-03,2.612E-02
3.12566E-03,3.657E-02
3.12599E-03,2.612E-02
3.12632E-03,-3.657E-02
3.12666E-03,-5.225E-03
3.12699E-03,3.657E-02
3.12732E-03,4.702E-02
3.12765E-03,-5.225E-03
3.12799E-03,3.657E-02
3.12832E-03,-5.225E-03
3.12865E-03,3.657E-02
3.12899E-03,1.567E-02
3.12932E-03,5.225E-03
3.12965E-03,1.567E-02
3.12998E-03,5.225E-03
3.13032E-03,4.702E-02
3.13065E-03,2.612E-02
3.13098E-03,-2.612E-02
3.13132E-03,1.567E-02
3.13165E-03,1.567E-02
3.13198E-03,2.612E-02
3.13231E-03,3.657E-02
3.13265E-03,1.567E-02
3.13298E-03,-5.225E-03
3.13331E-03,5.225E-03
3.13364E-03,-2.612E-02
3.13398E-03,5.225E-03
3.13431E-03,4.702E-02
3.13464E-03,3.657E-02
3.13498E-03,3.657E-02
3.13531E-03,3.657E-02
3.13564E-03,6.792E-02
3.13597E-03,-2.612E-02
3.13631E-03,3.657E-02
3.13664E-03,5.747E-02
3.13697E-03,-5.225E-03
3.13731E-03,-1.567E-02
3.13764E-03,-1.567E-02
3.13797E-03,3.657E-02
3.13830E-03,3.657E-02
3.13864E-03,5.225E-03
3.13897E-03,5.225E-03
3.13930E-03,-2.612E-02
3.13964E-03,3.657E-02
3.13997E-03,5.225E-03
3.14030E-03,1.567E-02
3.14063E-03,-5.225E-03
3.14097E-03,-1.567E-02
3.14130E-03,5.225E-03
3.14163E-03,4.702E-02
3.14196E-03,4.702E-02
3.14230E-03,-1.567E-02
3.14263E-03,3.657E-02
3.14296E-03,5.225E-03
3.14330E-03,-5.225E-03
3.14363E-03,3.657E-02
3.14396E-03,-5.225E-03
3.14429E-03,4.702E-02
3.14463E-03,-2.612E-02
3.14496E-03,3.657E-02
3.14529E-03,5.225E-03
3.14563E-03,4.702E-02
3.14596E-03,5.225E-03
3.14629E-03,2.612E-02
3.14662E-03,7.837E-02
3.14696E-03,3.657E-02
3.14729E-03,3.657E-02
3.14762E-03,1.567E-02
3.14796E-03,-1.567E-02
3.14829E-03,-2.612E-02
3.14862E-03,-2.612E-02
3.14895E-03,-5.225E-03
3.14929E-03,-5.225E-03
3.14962E-03,-5.225E-03
3.14995E-03,-2.612E-02
3.15028E-03,3.657E-02
3.15062E-03,4.702E-02
3.15095E-03,5.225E-03
3.15128E-03,4.702E-02
3.15162E-03,-1.567E-02
3.15195E-03,4.702E-02
3.15228E-03,3.657E-02
3.15261E-03,-5.225E-03
3.15295E-03,1.567E-02
3.15328E-03,3.657E-02
3.15361E-03,3.657E-02
3.15395E-03,1.567E-02
3.15428E-03,-3.657E-02
3.15461E-03,3.657E-02
3.15494E-03,5.747E-02
3.15528E-03,3.657E-02
3.15561E-03,-2.612E-02
3.15594E-03,3.657E-02
3.15628E-03,3.657E-02
3.15661E-03,5.225E-03
3.15694E-03,-2.612E-02
3.15727E-03,2.612E-02
3.15761E-03,3.657E-02
3.15794E-03,-5.225E-03
3.15827E-03,3.657E-02
3.15860E-03,-5.225E-03
3.15894E-03,2.612E-02
3.15927E-03,-2.612E-02
3.15960E-03,-5.225E-03
3.15994E-03,-3.657E-02
3.16027E-03,5.225E-03
3.16060E-03,5.225E-03
3.16093E-03,-3.657E-02
3.16127E-03,-3.657E-02
3.16160E-03,-5.225E-03
3.16193E-03,-2.612E-02
3.16227E-03,5.747E-02
3.16260E-03,1.567E-02
3.16293E-03,4.702E-02
3.16326E-03,2.612E-02
3.16360E-03,-3.657E-02
3.16393E-03,5.225E-03
3.16426E-03,-3.657E-02
3.16460E-03,-5.225E-03
3.16493E-03,3.657E-02
3.16526E-03,3.657E-02
3.16559E-03,2.612E-02
3.16593E-03,3.657E-02
3.16626E-03,5.225E-03
3.16659E-03,5.747E-02
3.16692E-03,5.225E-03
3.16726E-03,-5.225E-03
3.16759E-03,5.225E-03
3.16792E-03,3.657E-02
3.16826E-03,1.567E-02
3.16859E-03,2.612E-02
3.16892E-03,3.657E-02
3.16925E-03,4.702E-02
3.16959E-03,4.702E-02
3.16992E-03,2.612E-02
3.17025E-03,-5.225E-03
3.17059E-03,2.612E-02
3.17092E-03,3.657E-02
3.17125E-03,3.657E-02
3.17158E-03,-1.567E-02
3.17192E-03,1.567E-02
3.17225E-03,4.702E-02
3.17258E-03,-5.225E-03
3.17292E-03,5.225E-03
3.17325E-03,-6.792E-02
3.17358E-03,1.567E-02
3.17391E-03,3.657E-02
3.17425E-03,5.225E-03
3.17458E-03,-2.612E-02
3.17491E-03,1.567E-02
3.17524E-03,3.657E-02
3.17558E-03,-1.567E-02
3.17591E-03,2.612E-02
3.17624E-03,2.612E-02
3.17658E-03,-1.567E-02
3.17691E-03,5.225E-03
3.17724E-03,-2.612E-02
3.17757E-03,-4.702E-02
3.17791E-03,-3.657E-02
3.17824E-03,2.612E-02
3.17857E-03,4.702E-02
3.17891E-03,-3.657E-02
3.17924E-03,-2.612E-02
3.17957E-03,-1.567E-02
3.17990E-03,5.225E-03
3.18024E-03,5.225E-03
3.18057E-03,-1.567E-02
3.18090E-03,3.657E-02
3.18124E-03,-5.225E-03
3.18157E-03,-1.567E-02
3.18190E-03,-1.567E-02
3.18223E-03,-1.567E-02
3.18257E-03,5.225E-03
3.18290E-03,-3.657E-02
3.18323E-03,-3.657E-02
3.18356E-03,-1.567E-02
3.18390E-03,2.612E-02
3.18423E-03,4.702E-02
3.18456E-03,3.657E-02
3.18490E-03,2.612E-02
3.18523E-03,6.792E-02
3.18556E-03,3.657E-02
3.18589E-03,3.657E-02
3.18623E-03,2.612E-02
3.18656E-03,-2.612E-02
3.18689E-03,5.747E-02
3.18723E-03,5.225E-03
3.18756E-03,-5.225E-03
3.18789E-03,1.567E-02
3.18822E-03,3.657E-02
3.18856E-03,5.225E-03
3.18889E-03,5.225E-03
3.18922E-03,5.225E-03
3.18956E-03,-5.225E-03
3.18989E-03,5.225E-03
3.19022E-03,2.612E-02
3.19055E-03,6.792E-02
3.19089E-03,1.567E-02
3.19122E-03,-2.612E-02
3.19155E-03,5.225E-03
3.19188E-03,3.657E-02
3.19222E-03,-5.225E-03
3.19255E-03,-1.567E-02
3.19288E-03,-2.612E-02
3.19322E-03,3.657E-02
3.19355E-03,1.567E-02
3.19388E-03,5.225E-03
3.19421E-03,5.225E-03
3.19455E-03,3.657E-02
3.19488E-03,-3.657E-02
3.19521E-03,-2.612E-02
3.19555E-03,5.225E-03
3.19588E-03,5.747E-02
3.19621E-03,2.612E-02
3.19654E-03,-5.225E-03
3.19688E-03,3.657E-02
3.19721E-03,1.567E-02
3.19754E-03,1.567E-02
3.19788E-03,5.225E-03
3.19821E-03,6.792E-02
3.19854E-03,-5.225E-03
3.19887E-03,3.657E-02
3.19921E-03,3.657E-02
3.19954E-03,3.657E-02
3.19987E-03,5.225E-03
3.20020E-03,3.657E-02
3.20054E-03,-1.567E-02
3.20087E-03,5.225E-03
3.20120E-03,3.657E-02
3.20154E-03,3.657E-02
3.20187E-03,-1.567E-02
3.20220E-03,-3.657E-02
3.20253E-03,1.567E-02
3.20287E-03,-5.225E-03
3.20320E-03,1.567E-02
3.20353E-03,-1.567E-02
3.20387E-03,-3.657E-02
3.20420E-03,-5.225E-03
3.20453E-03,5.225E-03
3.20486E-03,5.225E-03
3.20520E-03,3.657E-02
3.20553E-03,5.747E-02
3.20586E-03,-3.657E-02
3.20620E-03,-5.225E-03
3.20653E-03,3.657E-02
3.20686E-03,-2.612E-02
3.20719E-03,5.225E-03
3.20753E-03,1.567E-02
3.20786E-03,2.612E-02
3.20819E-03,-1.567E-02
